"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"4479";"Алинур";"10";"850560351";"2017";"декабрь";
"4480";"Тигран";"10";"850560442";"2017";"декабрь";
"4481";"Ян";"10";"850560543";"2017";"декабрь";
"4482";"Тихон";"9";"850560590";"2017";"декабрь";
"4483";"Савва";"9";"850560655";"2017";"декабрь";
"4484";"Родион";"9";"850560749";"2017";"декабрь";
"4485";"Леон";"9";"850560843";"2017";"декабрь";
"4486";"Станислав";"8";"850560867";"2017";"декабрь";
"4487";"Эльдар";"8";"850560953";"2017";"декабрь";
"4488";"Эмиль";"8";"850561054";"2017";"декабрь";
"4489";"Яков";"7";"850561157";"2017";"декабрь";
"4490";"Хамза";"7";"850561213";"2017";"декабрь";
"4491";"Рустам";"7";"850561263";"2017";"декабрь";
"4492";"Мартин";"7";"850561363";"2017";"декабрь";
"4493";"Ислам";"7";"850561806";"2017";"декабрь";
"4494";"Билал";"7";"850561966";"2017";"декабрь";
"4495";"Аркадий";"7";"850561999";"2017";"декабрь";
"4496";"Анатолий";"7";"850562075";"2017";"декабрь";
"4497";"Альберт";"6";"850562176";"2017";"декабрь";
"4498";"Игнат";"6";"850562279";"2017";"декабрь";
"4499";"Демьян";"6";"850562380";"2017";"декабрь";
"4500";"Даниль";"6";"850562482";"2017";"декабрь";
"4501";"Александр";"257";"850562792";"2018";"январь";
"4502";"Даниил, Данила, Данил";"221";"850562961";"2018";"январь";
"4503";"Артём";"190";"850563003";"2018";"январь";
"4504";"Максим";"188";"850563095";"2018";"январь";
"4505";"Михаил";"188";"850563157";"2018";"январь";
"4506";"Иван";"186";"850563210";"2018";"январь";
"4507";"Дмитрий";"153";"850563288";"2018";"январь";
"4508";"Илья";"120";"850563339";"2018";"январь";
"4509";"Кирилл";"116";"850563418";"2018";"январь";
"4510";"Марк";"113";"850563499";"2018";"январь";
"4511";"Егор";"104";"861348892";"2018";"январь";
"4512";"Тимофей";"103";"861348895";"2018";"январь";
"4513";"Матвей";"99";"861348898";"2018";"январь";
"4514";"Никита";"93";"861348900";"2018";"январь";
"4515";"Роман";"93";"861348902";"2018";"январь";
"4516";"Владимир";"92";"861348905";"2018";"январь";
"4517";"Андрей";"91";"861348920";"2018";"январь";
"4518";"Фёдор";"89";"861348923";"2018";"январь";
"4519";"Алексей";"86";"861348936";"2018";"январь";
"4520";"Лев";"82";"861348938";"2018";"январь";
"4521";"Ярослав";"74";"861348984";"2018";"январь";
"4522";"Николай";"73";"861348986";"2018";"январь";
"4523";"Константин";"65";"861348996";"2018";"январь";
"4524";"Мирон";"56";"861348999";"2018";"январь";
"4525";"Григорий";"55";"861349002";"2018";"январь";
"4526";"Тимур";"52";"861349007";"2018";"январь";
"4527";"Степан";"52";"861349014";"2018";"январь";
"4528";"Георгий";"50";"861349016";"2018";"январь";
"4529";"Павел";"47";"861349021";"2018";"январь";
"4530";"Владислав";"45";"861349039";"2018";"январь";
"4531";"Арсений";"44";"861349045";"2018";"январь";
"4532";"Давид";"43";"861349050";"2018";"январь";
"4533";"Сергей";"42";"861349053";"2018";"январь";
"4534";"Семён";"40";"861349056";"2018";"январь";
"4535";"Денис";"39";"861349059";"2018";"январь";
"4536";"Евгений";"38";"861349065";"2018";"январь";
"4537";"Платон";"37";"861349070";"2018";"январь";
"4538";"Макар";"36";"861349072";"2018";"январь";
"4539";"Глеб";"36";"861349076";"2018";"январь";
"4540";"Амир";"35";"861349079";"2018";"январь";
"4541";"Виктор";"34";"861349088";"2018";"январь";
"4542";"Артемий";"32";"861349093";"2018";"январь";
"4543";"Леонид";"31";"861349096";"2018";"январь";
"4544";"Богдан";"30";"861349104";"2018";"январь";
"4545";"Пётр";"28";"861349107";"2018";"январь";
"4546";"Антон";"27";"861349109";"2018";"январь";
"4547";"Артур";"25";"861349110";"2018";"январь";
"4548";"Василий";"24";"861349112";"2018";"январь";
"4549";"Умар";"24";"861349115";"2018";"январь";
"4550";"Захар";"23";"861349123";"2018";"январь";
"4551";"Демид";"22";"861349126";"2018";"январь";
"4552";"Савелий";"22";"861349128";"2018";"январь";
"4553";"Мухаммад";"21";"861349131";"2018";"январь";
"4554";"Игорь";"21";"861349134";"2018";"январь";
"4555";"Борис";"20";"861349138";"2018";"январь";
"4556";"Роберт";"20";"861349152";"2018";"январь";
"4557";"Руслан";"19";"861349163";"2018";"январь";
"4558";"Филипп";"19";"861349166";"2018";"январь";
"4559";"Елисей";"19";"861349169";"2018";"январь";
"4560";"Мирослав";"18";"861349175";"2018";"январь";
"4561";"Олег";"17";"861349181";"2018";"январь";
"4562";"Даниэль";"17";"861349186";"2018";"январь";
"4563";"Юрий";"17";"861349195";"2018";"январь";
"4564";"Юсуф";"16";"861349201";"2018";"январь";
"4565";"Гордей";"16";"861349207";"2018";"январь";
"4566";"Адам";"15";"861349219";"2018";"январь";
"4567";"Вадим";"15";"861349227";"2018";"январь";
"4568";"Герман";"14";"861349239";"2018";"январь";
"4569";"Дамир";"13";"861349247";"2018";"январь";
"4570";"Станислав";"13";"861349253";"2018";"январь";
"4571";"Тихон";"13";"861349259";"2018";"январь";
"4572";"Святослав";"13";"861349264";"2018";"январь";
"4573";"Савва";"12";"861349268";"2018";"январь";
"4574";"Леон";"12";"861349277";"2018";"январь";
"4575";"Всеволод";"12";"861349280";"2018";"январь";
"4576";"Вячеслав";"12";"861349282";"2018";"январь";
"4577";"Ибрагим";"11";"861349284";"2018";"январь";
"4578";"Али";"11";"861349287";"2018";"январь";
"4579";"Яков";"11";"861349290";"2018";"январь";
"4580";"Арсен";"10";"861349294";"2018";"январь";
"4581";"Иса";"10";"861349303";"2018";"январь";
"4582";"Марсель";"10";"861349310";"2018";"январь";
"4583";"Аслан";"9";"861349319";"2018";"январь";
"4584";"Эмир";"9";"861349321";"2018";"январь";
"4585";"Ян";"8";"861349331";"2018";"январь";
"4586";"Яромир";"8";"861349333";"2018";"январь";
"4587";"Айдар";"8";"861349336";"2018";"январь";
"4588";"Марат";"8";"861349340";"2018";"январь";
"4589";"Лука";"8";"861349348";"2018";"январь";
"4590";"Муслим";"8";"861349351";"2018";"январь";
"4591";"Родион";"8";"861349354";"2018";"январь";
"4592";"Шамиль";"8";"861349357";"2018";"январь";
"4593";"Нурислам";"7";"861349361";"2018";"январь";
"4594";"Мартин";"7";"861349368";"2018";"январь";
"4595";"Алихан";"7";"861349370";"2018";"январь";
"4596";"Ислам";"7";"861349374";"2018";"январь";
"4597";"Валерий";"7";"861349377";"2018";"январь";
"4598";"Виталий";"6";"861349379";"2018";"январь";
"4599";"Даниль";"6";"861349387";"2018";"январь";
"4600";"Данис";"6";"861349389";"2018";"январь";
"4601";"Александр";"225";"859212445";"2018";"февраль";
"4602";"Михаил";"223";"859212471";"2018";"февраль";
"4603";"Максим";"198";"859212541";"2018";"февраль";
"4604";"Иван";"185";"859212573";"2018";"февраль";
"4605";"Артём";"172";"859212648";"2018";"февраль";
"4606";"Дмитрий";"148";"859212675";"2018";"февраль";
"4607";"Даниил, Данила, Данил";"149";"859212732";"2018";"февраль";
"4608";"Тимофей";"109";"859212777";"2018";"февраль";
"4609";"Роман";"103";"859212829";"2018";"февраль";
"4610";"Андрей";"100";"859212879";"2018";"февраль";
"4611";"Фёдор";"98";"861366884";"2018";"февраль";
"4612";"Марк";"97";"861366894";"2018";"февраль";
"4613";"Илья";"96";"861366898";"2018";"февраль";
"4614";"Кирилл";"95";"861998512";"2018";"февраль";
"4615";"Лев";"90";"861998513";"2018";"февраль";
"4616";"Матвей";"89";"861998514";"2018";"февраль";
"4617";"Никита";"89";"861998515";"2018";"февраль";
"4618";"Владимир";"85";"861998516";"2018";"февраль";
"4619";"Егор";"84";"861998517";"2018";"февраль";
"4620";"Алексей";"77";"861998518";"2018";"февраль";
"4621";"Константин";"70";"863827510";"2018";"февраль";
"4622";"Сергей";"65";"863827512";"2018";"февраль";
"4623";"Ярослав";"63";"863827513";"2018";"февраль";
"4624";"Николай";"62";"863827514";"2018";"февраль";
"4625";"Арсений";"57";"863827515";"2018";"февраль";
"4626";"Тимур";"53";"863827516";"2018";"февраль";
"4627";"Павел";"52";"863827517";"2018";"февраль";
"4628";"Георгий";"51";"863827518";"2018";"февраль";
"4629";"Мирон";"50";"863827519";"2018";"февраль";
"4630";"Степан";"50";"863827520";"2018";"февраль";
"4631";"Глеб";"48";"863827521";"2018";"февраль";
"4632";"Давид";"45";"863827596";"2018";"февраль";
"4633";"Макар";"44";"863827609";"2018";"февраль";
"4634";"Владислав";"42";"863827623";"2018";"февраль";
"4635";"Григорий";"40";"863827635";"2018";"февраль";
"4636";"Амир";"40";"863827648";"2018";"февраль";
"4637";"Семён";"34";"863827663";"2018";"февраль";
"4638";"Игорь";"32";"863827676";"2018";"февраль";
"4639";"Евгений";"31";"863827687";"2018";"февраль";
"4640";"Виктор";"31";"863827700";"2018";"февраль";
"4641";"Денис";"30";"863827726";"2018";"февраль";
"4642";"Платон";"29";"863827736";"2018";"февраль";
"4643";"Умар";"27";"863827747";"2018";"февраль";
"4644";"Пётр";"27";"863827759";"2018";"февраль";
"4645";"Артемий";"25";"863827769";"2018";"февраль";
"4646";"Юрий";"23";"863827781";"2018";"февраль";
"4647";"Захар";"23";"863827793";"2018";"февраль";
"4648";"Мухаммад, Мухаммед";"22";"863827806";"2018";"февраль";
"4649";"Савелий";"21";"863827817";"2018";"февраль";
"4650";"Руслан";"20";"863827833";"2018";"февраль";
"4651";"Леонид";"19";"863827856";"2018";"февраль";
"4652";"Елисей";"19";"863827881";"2018";"февраль";
"4653";"Герман";"19";"863827894";"2018";"февраль";
"4654";"Антон";"19";"863827907";"2018";"февраль";
"4655";"Богдан";"19";"863827920";"2018";"февраль";
"4656";"Адам";"18";"863827931";"2018";"февраль";
"4657";"Василий";"18";"863827948";"2018";"февраль";
"4658";"Демид";"18";"863827961";"2018";"февраль";
"4659";"Роберт";"18";"863828201";"2018";"февраль";
"4660";"Святослав";"17";"863828234";"2018";"февраль";
"4661";"Олег";"17";"863828979";"2018";"февраль";
"4662";"Даниэль";"17";"863829061";"2018";"февраль";
"4663";"Вадим";"17";"863829071";"2018";"февраль";
"4664";"Борис";"17";"863829081";"2018";"февраль";
"4665";"Артур";"16";"863829102";"2018";"февраль";
"4666";"Филипп";"16";"863829116";"2018";"февраль";
"4667";"Савва";"15";"863829121";"2018";"февраль";
"4668";"Мирослав";"15";"863829124";"2018";"февраль";
"4669";"Всеволод";"15";"863829129";"2018";"февраль";
"4670";"Али";"14";"863829146";"2018";"февраль";
"4671";"Лука";"14";"863829150";"2018";"февраль";
"4672";"Станислав";"13";"863829153";"2018";"февраль";
"4673";"Вячеслав";"13";"863829155";"2018";"февраль";
"4674";"Дамир";"13";"863829158";"2018";"февраль";
"4675";"Эмиль";"13";"863829161";"2018";"февраль";
"4676";"Тихон";"11";"863829165";"2018";"февраль";
"4677";"Марсель";"11";"863829167";"2018";"февраль";
"4678";"Виталий";"11";"863829170";"2018";"февраль";
"4679";"Анатолий";"10";"863829173";"2018";"февраль";
"4680";"Муслим";"10";"863829175";"2018";"февраль";
"4681";"Эмин";"10";"863829178";"2018";"февраль";
"4682";"Юсуф";"10";"863829181";"2018";"февраль";
"4683";"Тигран";"10";"863829183";"2018";"февраль";
"4684";"Серафим";"9";"863829185";"2018";"февраль";
"4685";"Алинур";"9";"863829186";"2018";"февраль";
"4686";"Гордей";"9";"863829187";"2018";"февраль";
"4687";"Ибрагим";"9";"863829188";"2018";"февраль";
"4688";"Валерий";"8";"863829189";"2018";"февраль";
"4689";"Ильяс";"7";"863829190";"2018";"февраль";
"4690";"Расул";"7";"863829191";"2018";"февраль";
"4691";"Марат";"7";"863829192";"2018";"февраль";
"4692";"Леон";"6";"863829193";"2018";"февраль";
"4693";"Мурад";"6";"863829194";"2018";"февраль";
"4694";"Назар";"6";"863829195";"2018";"февраль";
"4695";"Нурислам";"6";"863829196";"2018";"февраль";
"4696";"Рамзан";"6";"863829197";"2018";"февраль";
"4697";"Родион";"6";"863829198";"2018";"февраль";
"4698";"Самир";"6";"863829199";"2018";"февраль";
"4699";"Эрик";"6";"863829200";"2018";"февраль";
"4700";"Ислам";"6";"863829201";"2018";"февраль";
"4701";"Александр";"259";"863829235";"2018";"март";
"4702";"Михаил";"232";"863829240";"2018";"март";
"4703";"Даниил, Данила, Данил";"214";"863829242";"2018";"март";
"4704";"Иван";"192";"863829249";"2018";"март";
"4705";"Максим";"192";"863829252";"2018";"март";
"4706";"Артём";"175";"863829256";"2018";"март";
"4707";"Дмитрий";"172";"863829259";"2018";"март";
"4708";"Илья";"123";"863829262";"2018";"март";
"4709";"Кирилл";"119";"863829265";"2018";"март";
"4710";"Андрей";"118";"863829267";"2018";"март";
"4711";"Тимофей";"116";"863829325";"2018";"март";
"4712";"Марк";"110";"863829341";"2018";"март";
"4713";"Матвей";"109";"863829367";"2018";"март";
"4714";"Егор";"106";"863829385";"2018";"март";
"4715";"Роман";"98";"863829397";"2018";"март";
"4716";"Алексей";"97";"863829408";"2018";"март";
"4717";"Владимир";"95";"863829421";"2018";"март";
"4718";"Никита";"92";"863829433";"2018";"март";
"4719";"Фёдор";"92";"863829445";"2018";"март";
"4720";"Ярослав";"90";"863829458";"2018";"март";
"4721";"Константин";"88";"863829478";"2018";"март";
"4722";"Лев";"87";"863829508";"2018";"март";
"4723";"Николай";"68";"863829520";"2018";"март";
"4724";"Арсений";"68";"863829529";"2018";"март";
"4725";"Степан";"65";"863829539";"2018";"март";
"4726";"Сергей";"58";"863829550";"2018";"март";
"4727";"Макар";"55";"863829559";"2018";"март";
"4728";"Павел";"50";"863829568";"2018";"март";
"4729";"Григорий";"49";"863829578";"2018";"март";
"4730";"Георгий";"48";"863829588";"2018";"март";
"4731";"Мирон";"47";"863829605";"2018";"март";
"4732";"Владислав";"47";"863829614";"2018";"март";
"4733";"Денис";"45";"863829623";"2018";"март";
"4734";"Евгений";"43";"863829633";"2018";"март";
"4735";"Семён";"43";"863829642";"2018";"март";
"4736";"Пётр";"41";"863829671";"2018";"март";
"4737";"Давид";"38";"863829681";"2018";"март";
"4738";"Глеб";"36";"863829691";"2018";"март";
"4739";"Тимур";"35";"863829701";"2018";"март";
"4740";"Артемий";"35";"863829712";"2018";"март";
"4741";"Виктор";"34";"863829727";"2018";"март";
"4742";"Юрий";"33";"863829739";"2018";"март";
"4743";"Богдан";"33";"863829750";"2018";"март";
"4744";"Платон";"32";"863829760";"2018";"март";
"4745";"Леонид";"32";"863829771";"2018";"март";
"4746";"Руслан";"31";"863829783";"2018";"март";
"4747";"Умар";"28";"863829794";"2018";"март";
"4748";"Василий";"28";"863829803";"2018";"март";
"4749";"Амир";"27";"863829812";"2018";"март";
"4750";"Демид";"26";"863829823";"2018";"март";
"4751";"Вячеслав";"25";"863834472";"2018";"март";
"4752";"Артур";"25";"863834483";"2018";"март";
"4753";"Мухаммад, Мухаммед";"24";"863834492";"2018";"март";
"4754";"Захар";"23";"863834500";"2018";"март";
"4755";"Игорь";"22";"863834508";"2018";"март";
"4756";"Всеволод";"21";"863834514";"2018";"март";
"4757";"Даниэль";"20";"863834522";"2018";"март";
"4758";"Адам";"20";"863834530";"2018";"март";
"4759";"Олег";"19";"863834537";"2018";"март";
"4760";"Роберт";"18";"863834544";"2018";"март";
"4761";"Елисей";"17";"863834551";"2018";"март";
"4762";"Лука";"17";"863834559";"2018";"март";
"4763";"Антон";"16";"863834569";"2018";"март";
"4764";"Али";"15";"863834576";"2018";"март";
"4765";"Алихан";"15";"863834584";"2018";"март";
"4766";"Савелий";"15";"863834590";"2018";"март";
"4767";"Савва";"14";"863834598";"2018";"март";
"4768";"Герман";"14";"863834605";"2018";"март";
"4769";"Вадим";"13";"863834613";"2018";"март";
"4770";"Борис";"12";"863834619";"2018";"март";
"4771";"Ибрагим";"12";"863834626";"2018";"март";
"4772";"Филипп";"11";"863834633";"2018";"март";
"4773";"Алинур";"10";"863834640";"2018";"март";
"4774";"Святослав";"10";"863834648";"2018";"март";
"4775";"Тихон";"10";"863834655";"2018";"март";
"4776";"Станислав";"10";"863834662";"2018";"март";
"4777";"Эмир";"9";"863834670";"2018";"март";
"4778";"Дамир";"9";"863834679";"2018";"март";
"4779";"Ислам";"9";"863834688";"2018";"март";
"4780";"Имран";"9";"863834696";"2018";"март";
"4781";"Алан";"9";"863834704";"2018";"март";
"4782";"Леон";"8";"863834713";"2018";"март";
"4783";"Мирослав";"8";"863834722";"2018";"март";
"4784";"Эмиль";"8";"863834731";"2018";"март";
"4785";"Мартин";"8";"863834741";"2018";"март";
"4786";"Назар";"8";"863834749";"2018";"март";
"4787";"Серафим";"8";"863834758";"2018";"март";
"4788";"Гордей";"8";"863834766";"2018";"март";
"4789";"Марат";"7";"863834776";"2018";"март";
"4790";"Валерий";"7";"863834784";"2018";"март";
"4791";"Рафаэль";"7";"863834793";"2018";"март";
"4792";"Билал";"7";"863834803";"2018";"март";
"4793";"Тигран";"7";"863834811";"2018";"март";
"4794";"Ян";"7";"863834818";"2018";"март";
"4795";"Яков";"6";"863834828";"2018";"март";
"4796";"Эмин";"6";"863834836";"2018";"март";
"4797";"Амин";"6";"863834845";"2018";"март";
"4798";"Демьян";"6";"863834854";"2018";"март";
"4799";"Адриан";"6";"863834862";"2018";"март";
"4800";"Ростислав";"6";"863834872";"2018";"март";
"4801";"Александр";"236";"863834919";"2018";"апрель";
"4802";"Михаил";"215";"863834928";"2018";"апрель";
"4803";"Даниил, Данила, Данил";"214";"863834937";"2018";"апрель";
"4804";"Артём";"195";"863834947";"2018";"апрель";
"4805";"Иван";"179";"863834958";"2018";"апрель";
"4806";"Максим";"171";"863834966";"2018";"апрель";
"4807";"Дмитрий";"137";"863834977";"2018";"апрель";
"4808";"Марк";"122";"863834985";"2018";"апрель";
"4809";"Матвей";"120";"863834993";"2018";"апрель";
"4810";"Илья";"117";"863835001";"2018";"апрель";
"4811";"Андрей";"113";"863835012";"2018";"апрель";
"4812";"Кирилл";"109";"863835020";"2018";"апрель";
"4813";"Тимофей";"102";"863835029";"2018";"апрель";
"4814";"Никита";"98";"863835037";"2018";"апрель";
"4815";"Лев";"95";"863835045";"2018";"апрель";
"4816";"Алексей";"89";"863835052";"2018";"апрель";
"4817";"Ярослав";"86";"863835059";"2018";"апрель";
"4818";"Егор";"83";"863835068";"2018";"апрель";
"4819";"Фёдор";"83";"863835099";"2018";"апрель";
"4820";"Роман";"82";"863835122";"2018";"апрель";
"4821";"Владимир";"71";"863835246";"2018";"апрель";
"4822";"Тимур";"62";"863835347";"2018";"апрель";
"4823";"Степан";"62";"863835358";"2018";"апрель";
"4824";"Георгий";"61";"863835368";"2018";"апрель";
"4825";"Константин";"60";"863835565";"2018";"апрель";
"4826";"Сергей";"59";"863835611";"2018";"апрель";
"4827";"Арсений";"59";"863835644";"2018";"апрель";
"4828";"Мирон";"56";"863835655";"2018";"апрель";
"4829";"Павел";"54";"863835665";"2018";"апрель";
"4830";"Глеб";"54";"863835674";"2018";"апрель";
"4831";"Давид";"48";"863878673";"2018";"апрель";
"4832";"Макар";"46";"863878677";"2018";"апрель";
"4833";"Владислав";"45";"863878681";"2018";"апрель";
"4834";"Николай";"44";"863878685";"2018";"апрель";
"4835";"Семён";"44";"863878687";"2018";"апрель";
"4836";"Григорий";"43";"863878691";"2018";"апрель";
"4837";"Амир";"42";"863878693";"2018";"апрель";
"4838";"Денис";"40";"863878695";"2018";"апрель";
"4839";"Артемий";"37";"863878698";"2018";"апрель";
"4840";"Платон";"37";"863878699";"2018";"апрель";
"4841";"Пётр";"34";"863878968";"2018";"апрель";
"4842";"Юрий";"33";"863878978";"2018";"апрель";
"4843";"Руслан";"31";"863878987";"2018";"апрель";
"4844";"Евгений";"31";"863878996";"2018";"апрель";
"4845";"Богдан";"30";"863879005";"2018";"апрель";
"4846";"Захар";"29";"863879013";"2018";"апрель";
"4847";"Виктор";"29";"863879038";"2018";"апрель";
"4848";"Леонид";"27";"863879176";"2018";"апрель";
"4849";"Даниэль";"26";"863879187";"2018";"апрель";
"4850";"Игорь";"26";"863879197";"2018";"апрель";
"4851";"Антон";"23";"863880571";"2018";"апрель";
"4852";"Артур";"22";"863882546";"2018";"апрель";
"4853";"Савелий";"22";"863982072";"2018";"апрель";
"4854";"Мухаммад, Мухаммед";"22";"863982076";"2018";"апрель";
"4855";"Али";"21";"863982079";"2018";"апрель";
"4856";"Вячеслав";"21";"863982083";"2018";"апрель";
"4857";"Василий";"20";"863982087";"2018";"апрель";
"4858";"Герман";"19";"863982092";"2018";"апрель";
"4859";"Олег";"19";"863982179";"2018";"апрель";
"4860";"Святослав";"19";"863982204";"2018";"апрель";
"4861";"Филипп";"19";"863982232";"2018";"апрель";
"4862";"Адам";"18";"863982246";"2018";"апрель";
"4863";"Юсуф";"18";"863982272";"2018";"апрель";
"4864";"Всеволод";"17";"863982341";"2018";"апрель";
"4865";"Демид";"17";"863982363";"2018";"апрель";
"4866";"Роберт";"17";"863982393";"2018";"апрель";
"4867";"Борис";"16";"863982403";"2018";"апрель";
"4868";"Гордей";"15";"863982411";"2018";"апрель";
"4869";"Эмир";"14";"863982420";"2018";"апрель";
"4870";"Яков";"13";"863982431";"2018";"апрель";
"4871";"Аслан";"13";"863982476";"2018";"апрель";
"4872";"Алихан";"13";"863982485";"2018";"апрель";
"4873";"Умар";"13";"863982615";"2018";"апрель";
"4874";"Мирослав";"13";"863982685";"2018";"апрель";
"4875";"Лука";"12";"863982692";"2018";"апрель";
"4876";"Демьян";"12";"863982702";"2018";"апрель";
"4877";"Вадим";"11";"863982715";"2018";"апрель";
"4878";"Родион";"11";"863982726";"2018";"апрель";
"4879";"Савва";"11";"863982736";"2018";"апрель";
"4880";"Тихон";"9";"863982751";"2018";"апрель";
"4881";"Станислав";"9";"863983911";"2018";"апрель";
"4882";"Билал";"9";"863983915";"2018";"апрель";
"4883";"Алинур";"9";"863983918";"2018";"апрель";
"4884";"Ян";"9";"863983922";"2018";"апрель";
"4885";"Эмиль";"8";"863983973";"2018";"апрель";
"4886";"Эмин";"8";"863983984";"2018";"апрель";
"4887";"Елисей";"8";"863983995";"2018";"апрель";
"4888";"Ильяс";"8";"863984008";"2018";"апрель";
"4889";"Серафим";"8";"863984024";"2018";"апрель";
"4890";"Леон";"8";"863984035";"2018";"апрель";
"4891";"Муслим";"7";"863984105";"2018";"апрель";
"4892";"Дамир";"7";"863984116";"2018";"апрель";
"4893";"Ахмад";"7";"863984128";"2018";"апрель";
"4894";"Амин";"6";"863984139";"2018";"апрель";
"4895";"Анатолий";"6";"863984151";"2018";"апрель";
"4896";"Алим";"6";"863984162";"2018";"апрель";
"4897";"Абдулла";"6";"863984173";"2018";"апрель";
"4898";"Виталий";"6";"863984184";"2018";"апрель";
"4899";"Ефим";"6";"863984200";"2018";"апрель";
"4900";"Микаэль";"6";"863984216";"2018";"апрель";
"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"4901";"Александр";"256";"880861331";"2018";"май";
"4902";"Максим";"224";"880861332";"2018";"май";
"4903";"Артём";"217";"880861333";"2018";"май";
"4904";"Михаил";"205";"880861341";"2018";"май";
"4905";"Иван";"192";"880861342";"2018";"май";
"4906";"Даниил, Данила, Данил";"176";"880861343";"2018";"май";
"4907";"Дмитрий";"157";"880861344";"2018";"май";
"4908";"Марк";"143";"880861348";"2018";"май";
"4909";"Матвей";"124";"880861352";"2018";"май";
"4910";"Роман";"115";"880861353";"2018";"май";
"4911";"Никита";"114";"880874864";"2018";"май";
"4912";"Тимофей";"112";"880874885";"2018";"май";
"4913";"Егор";"112";"880874888";"2018";"май";
"4914";"Андрей";"104";"880874891";"2018";"май";
"4915";"Фёдор";"104";"880874897";"2018";"май";
"4916";"Алексей";"101";"880874916";"2018";"май";
"4917";"Кирилл";"98";"880874924";"2018";"май";
"4918";"Владимир";"97";"880874929";"2018";"май";
"4919";"Ярослав";"85";"880874932";"2018";"май";
"4920";"Илья";"82";"880874935";"2018";"май";
"4921";"Лев";"82";"880875087";"2018";"май";
"4922";"Георгий";"80";"880875093";"2018";"май";
"4923";"Константин";"72";"880875100";"2018";"май";
"4924";"Мирон";"64";"880875105";"2018";"май";
"4925";"Николай";"63";"880875108";"2018";"май";
"4926";"Степан";"61";"880875111";"2018";"май";
"4927";"Тимур";"60";"880875114";"2018";"май";
"4928";"Арсений";"59";"880875117";"2018";"май";
"4929";"Давид";"53";"880875125";"2018";"май";
"4930";"Павел";"52";"880875130";"2018";"май";
"4931";"Сергей";"51";"880875133";"2018";"май";
"4932";"Амир";"51";"880875148";"2018";"май";
"4933";"Глеб";"49";"880875154";"2018";"май";
"4934";"Григорий";"47";"880875161";"2018";"май";
"4935";"Владислав";"45";"880875163";"2018";"май";
"4936";"Мухаммад, Мухаммед";"43";"880875165";"2018";"май";
"4937";"Семён";"42";"880875167";"2018";"май";
"4938";"Макар";"40";"880875169";"2018";"май";
"4939";"Евгений";"38";"880875172";"2018";"май";
"4940";"Денис";"36";"880875181";"2018";"май";
"4941";"Виктор";"34";"880875183";"2018";"май";
"4942";"Артемий";"33";"880875185";"2018";"май";
"4943";"Юрий";"32";"880875188";"2018";"май";
"4944";"Платон";"31";"880883834";"2018";"май";
"4945";"Леонид";"30";"880883836";"2018";"май";
"4946";"Богдан";"30";"880883839";"2018";"май";
"4947";"Пётр";"30";"880883851";"2018";"май";
"4948";"Игорь";"25";"880883854";"2018";"май";
"4949";"Даниэль";"24";"880883857";"2018";"май";
"4950";"Артур";"23";"880883860";"2018";"май";
"4951";"Василий";"21";"881184232";"2018";"май";
"4952";"Савелий";"21";"881184233";"2018";"май";
"4953";"Лука";"21";"881184238";"2018";"май";
"4954";"Руслан";"20";"881184244";"2018";"май";
"4955";"Антон";"20";"881184245";"2018";"май";
"4956";"Али";"20";"881184246";"2018";"май";
"4957";"Адам";"20";"881184247";"2018";"май";
"4958";"Демид";"18";"881184248";"2018";"май";
"4959";"Святослав";"18";"881184251";"2018";"май";
"4960";"Роберт";"18";"881184255";"2018";"май";
"4961";"Олег";"17";"881184259";"2018";"май";
"4962";"Захар";"17";"881184260";"2018";"май";
"4963";"Елисей";"17";"881184261";"2018";"май";
"4964";"Гордей";"16";"881184262";"2018";"май";
"4965";"Рамазан";"16";"881184263";"2018";"май";
"4966";"Юсуф";"16";"881184267";"2018";"май";
"4967";"Савва";"15";"881184271";"2018";"май";
"4968";"Всеволод";"15";"881184278";"2018";"май";
"4969";"Дамир";"14";"881184281";"2018";"май";
"4970";"Филипп";"14";"881184282";"2018";"май";
"4971";"Умар";"14";"881184340";"2018";"май";
"4972";"Эмир";"13";"881184341";"2018";"май";
"4973";"Герман";"13";"881184342";"2018";"май";
"4974";"Вячеслав";"13";"881184351";"2018";"май";
"4975";"Мирослав";"13";"881184352";"2018";"май";
"4976";"Станислав";"12";"881184353";"2018";"май";
"4977";"Эмиль";"12";"881184354";"2018";"май";
"4978";"Тихон";"12";"881184355";"2018";"май";
"4979";"Вадим";"11";"881184356";"2018";"май";
"4980";"Алинур";"11";"881184363";"2018";"май";
"4981";"Алихан";"11";"881184369";"2018";"май";
"4982";"Альберт";"10";"881184370";"2018";"май";
"4983";"Борис";"10";"881184371";"2018";"май";
"4984";"Эмин";"9";"881184373";"2018";"май";
"4985";"Ян";"9";"881184374";"2018";"май";
"4986";"Валерий";"9";"881184375";"2018";"май";
"4987";"Леон";"9";"881184380";"2018";"май";
"4988";"Рамзан";"8";"881184387";"2018";"май";
"4989";"Родион";"8";"881184389";"2018";"май";
"4990";"Ибрагим";"8";"881184390";"2018";"май";
"4991";"Яков";"8";"881184391";"2018";"май";
"4992";"Тигран";"8";"881184392";"2018";"май";
"4993";"Халид";"8";"881184393";"2018";"май";
